"csize","cdense","usize","udense","si","phys","age","ba","dbh","height","volume","mortal","dense","x","y","infected.mndnr","infected.USU"
4,1,2,2,40,4,72,75,6,50,67,2,0,-42976.5423236497,41057.3605220709,1,NA
4,3,1,7,20,4,120,151,7,31,125,0,1,-50146.815979588,41055.0639917413,0,NA
4,7,1,1,54,3,60,170,7,54,190,0,0,-49620.7336956575,41122.3189965915,0,NA
4,2,2,2,42,4,48,84,6,42,74,1,0,-42663.0841171565,41141.6414385149,1,NA
4,3,1,0,61,3,53,100,7,56,127,3,1,-48717.7807615189,41056.6580400104,0,NA
1,9,0,0,30,4,6,0,0,1,90,0,1,-44860.2262519595,41147.054193167,0,NA
1,9,0,0,30,4,6,0,0,1,90,0,1,-44297.987673993,41085.2396153379,0,NA
1,2,0,0,31,4,9,0,0,4,7,0,2,-46549.4583932785,40988.7403595261,0,NA
1,3,0,0,25,5,6,0,0,8,14,0,0,-44092.7784048023,41138.3515668949,0,NA
4,1,3,2,28,4,128,94,5,41,24,3,0,-43470.9454674932,41119.1686281767,1,NA
4,3,1,4,20,4,120,125,7,34,93,1,2,-44082.3937802211,40958.1990369288,0,NA
4,2,2,2,40,4,72,75,6,50,80,2,0,-43236.0357767461,40991.3633068195,1,NA
5,5,1,1,48,4,91,97,9,68,263,1,0,-42501.2730400818,40991.0354670696,1,NA
4,2,2,2,42,4,48,84,6,42,74,1,0,-42276.1649948826,41027.827601417,1,NA
1,6,0,0,23,4,16,28,0,8,6,0,1,-40945.9313294531,40871.8767901575,0,NA
4,2,2,2,20,4,103,100,6,31,87,1,2,-41179.8643465684,40928.9165015155,0,NA
4,3,1,1,35,4,80,65,7,47,122,1,2,-40610.0578872304,40881.8819203218,1,NA
2,3,0,0,45,4,14,45,2,12,8,0,3,-56614.0413325747,40691.153143568,0,NA
4,4,1,4,26,4,106,110,8,41,152,0,1,-48272.2088392327,40929.790348826,0,NA
5,4,1,9,24,4,154,154,9,39,152,0,1,-49467.1566406739,40920.1946860366,0,NA
4,4,1,3,49,3,69,90,8,56,73,2,1,-50097.0162841959,40913.5772995679,0,NA
5,6,1,9,24,4,154,154,9,39,254,0,1,-49850.4808345091,40908.2922812756,0,NA
4,3,1,4,20,4,118,105,6,30,75,0,2,-54642.3951329843,40874.9450002545,0,NA
4,1,0,0,35,4,157,22,8,50,26,1,2,-54504.9840072548,40640.3135122117,0,NA
1,6,0,0,23,4,16,28,0,8,6,0,1,-41292.5736718231,40795.2033844432,0,NA
4,2,0,0,35,4,177,52,8,54,66,1,2,-54114.3931002523,40881.5645970013,0,NA
1,1,0,0,35,4,7,7,0,6,3,0,2,-53599.4490527398,40572.5771067087,0,NA
5,1,2,1,35,4,114,33,9,49,34,1,2,-52996.1426214175,40648.2139933305,0,NA
4,1,1,1,28,4,92,55,7,37,52,1,2,-53081.487720189,40102.134500064,0,NA
4,3,1,7,20,4,120,151,7,31,125,0,1,-49962.5129411799,40632.4493316719,0,NA
5,4,1,3,49,3,69,90,9,56,73,2,1,-50116.3616411775,40792.5906325402,0,NA
5,6,1,9,24,4,154,154,9,39,254,0,1,-49621.0096620863,40739.2530094748,0,NA
5,6,1,9,24,4,154,154,9,39,254,0,1,-49406.8240384325,40605.8429799881,0,NA
4,3,1,5,26,4,97,95,8,39,114,0,1,-49219.0238522074,40753.1784453401,0,NA
4,4,1,2,57,3,50,123,7,49,103,0,2,-48910.984701079,40703.4203736968,0,NA
4,3,1,4,26,4,106,110,8,41,135,0,1,-48172.229449847,40771.6790542817,0,NA
4,3,1,4,42,4,75,130,6,52,120,1,0,-46825.35702454,40681.6599053582,1,NA
4,1,0,0,35,4,157,22,8,50,26,1,2,-54111.8876747508,40488.172715757,0,NA
4,3,1,7,46,3,42,120,6,40,117,0,0,-46068.8972699631,40748.0971670747,0,NA
4,3,1,4,20,4,120,125,7,34,93,1,2,-45324.3474979288,40650.7320871074,0,NA
2,3,0,0,45,4,14,45,2,12,8,0,3,-57516.2705189845,40342.4270869019,0,NA
1,1,0,0,35,4,10,0,0,4,2,0,3,-45652.0589722001,40552.1272427915,0,NA
4,2,1,4,20,5,120,125,7,34,65,1,2,-43700.0490247952,40626.2964661671,0,NA
4,2,1,4,20,5,118,72,8,33,60,1,0,-42881.5309087593,40238.0778986178,0,NA
2,4,0,0,17,5,50,2,2,17,7,0,3,-40581.0104908049,40035.182044032,0,NA
1,3,0,0,7,5,49,10,0,7,15,3,3,-39081.128541414,40083.734166503,0,NA
4,2,2,2,20,4,103,100,6,31,87,1,2,-41024.5375438068,40248.4369034143,0,NA
2,5,0,0,14,5,116,55,2,20,24,1,3,-38382.9539240814,40500.329362168,0,NA
2,5,0,0,14,5,116,55,2,20,24,1,3,-37721.7813799352,40334.9495546026,0,NA
2,5,0,0,19,5,91,87,2,26,13,1,0,-37763.5613138192,40471.3089641454,1,NA
4,5,1,7,42,4,90,207,8,60,103,0,1,-46264.5398062636,40522.4641269762,1,NA
1,2,0,0,35,4,8,47,0,9,5,0,2,-56432.5955118422,40556.9785997849,0,NA
1,3,0,0,7,5,49,10,0,7,15,3,3,-37272.724417171,40034.9454607451,0,NA
4,1,1,3,24,4,84,40,5,32,33,2,3,-56849.6904553988,40360.2115371255,0,NA
2,3,0,0,50,4,8,0,2,8,9,0,2,-58641.8574687224,40453.715410999,0,NA
4,4,1,2,37,4,86,83,8,50,70,1,2,-58218.4423629855,40507.1643457608,1,NA
4,2,2,1,40,4,68,78,7,49,103,3,0,-43761.5162212563,40429.8157530846,1,NA
2,3,0,0,45,4,14,45,2,12,8,0,3,-57956.7694380404,40301.3116233684,0,NA
4,2,1,4,19,4,115,110,6,31,47,0,2,-49954.3449943183,40095.7252583234,0,NA
1,1,0,0,35,3,8,30,0,8,3,0,2,-58981.6929234638,40464.6689505745,0,NA
4,2,1,4,31,4,82,132,5,40,80,1,1,-45280.4430540224,40207.9860883914,1,NA
4,2,1,4,19,4,115,110,6,31,41,0,2,-49414.7587912979,40229.1558236377,0,NA
2,2,0,0,16,4,50,15,2,16,11,3,3,-37770.2147012263,40405.1706602899,1,NA
4,1,1,1,24,4,99,33,8,35,23,0,2,-48567.294261459,40402.6839012839,0,NA
2,4,0,0,10,4,84,17,2,14,22,1,0,-39735.6123478804,39562.2306125797,0,NA
2,1,0,0,30,4,22,18,2,17,3,0,2,-59352.3166728228,40261.403750591,0,NA
4,3,1,2,43,4,94,56,8,60,84,4,0,-43389.8062275256,40120.5715814121,1,NA
5,2,3,3,39,4,95,98,10,60,48,0,1,-45542.7231974773,40175.6454841485,0,NA
4,3,1,3,27,4,112,97,7,42,58,0,1,-48620.3400487486,40211.4774499498,0,NA
4,1,2,3,32,4,60,143,5,37,50,0,0,-43577.6990131246,40309.3987468518,1,NA
1,4,0,0,31,4,14,6,0,6,10,0,0,-44514.6270993261,40247.0161967063,1,NA
1,4,0,0,31,4,14,6,0,6,10,0,0,-44119.5142413869,40193.8953271341,1,NA
5,2,1,2,39,4,114,81,10,54,60,0,2,-58632.3287719748,39800.9290617919,0,NA
1,3,0,0,38,3,1,0,0,1,13,0,3,-61403.2151449497,40055.3125957856,0,NA
1,5,0,0,38,4,4,0,0,1,23,0,3,-60602.4824805586,40212.767199941,0,NA
1,1,0,0,38,4,0,0,0,1,3,0,3,-60581.5393358663,40063.9542924138,0,NA
1,2,0,0,37,4,4,0,0,1,7,0,3,-60276.2456277656,40138.6797346771,0,NA
4,4,1,3,21,4,130,130,7,33,153,0,1,-48427.0379038798,40189.6536309896,0,NA
4,5,0,0,38,4,81,103,8,51,240,2,0,-43783.715465222,40140.1212521698,1,NA
4,1,1,1,28,4,94,60,6,39,60,0,1,-57314.6832434899,40142.6710261004,0,NA
4,5,0,0,36,4,142,110,8,52,145,0,2,-54244.7524096771,39966.6552017462,0,NA
4,3,3,2,39,4,44,140,7,50,140,1,0,-43626.5868419955,40183.2536799731,1,NA
2,4,0,0,15,5,115,45,2,21,22,1,0,-36780.4296055802,39971.7528530499,0,NA
1,1,0,0,28,4,3,5,0,1,3,0,3,-61933.4774858031,40059.595527499,0,NA
1,2,0,0,30,4,6,8,0,5,5,0,1,-53820.1957076318,39954.7126117134,0,NA
0,0,0,0,0,5,0,0,0,0,0,0,2,-45893.5702642783,40061.430372091,0,NA
4,2,2,3,27,4,120,87,6,38,85,1,2,-44498.89837229,39881.6374183977,1,NA
1,3,0,0,37,4,7,0,0,2,16,0,3,-57938.0953285879,40046.3195344964,0,NA
4,2,1,5,19,4,116,97,6,29,59,0,1,-49395.3628527329,39840.8613494281,0,NA
4,3,3,3,38,4,59,101,6,42,127,1,1,-48496.5617285029,39636.7348890528,1,NA
2,4,0,0,10,4,84,17,2,14,22,1,0,-39925.2599887741,39614.5505054276,0,NA
4,2,1,5,19,4,116,97,6,29,59,0,1,-50037.8673906201,39565.9349641036,0,NA
4,2,2,3,27,4,120,87,6,38,85,1,2,-44028.8690060695,40003.8415983338,0,NA
4,2,1,2,43,4,94,56,8,60,84,4,0,-43040.0312499762,39948.0900648134,1,NA
5,5,1,1,45,4,124,107,10,62,177,1,2,-43440.8260165889,39951.0789423566,0,NA
4,2,1,5,54,4,45,92,6,44,38,0,1,-48975.7283866734,39698.5646118717,0,NA
4,1,1,4,36,4,69,78,7,44,22,2,0,-48892.2764180292,39743.8780182311,1,NA
1,3,0,0,39,4,3,0,0,1,12,0,3,-58182.2025586478,39805.0537808714,0,NA
4,2,1,1,34,4,110,90,8,52,62,1,2,-58305.2112368522,39846.0007934542,0,NA
4,2,1,4,31,4,82,132,5,40,80,1,1,-45055.0994224437,39727.37642961,1,NA
4,2,1,1,32,4,114,54,7,48,70,3,2,-44927.2184790942,39685.0787433889,1,NA
4,2,1,5,18,5,94,113,6,27,80,0,2,-43338.4729563029,39757.9791621603,0,NA
1,2,0,0,35,4,10,8,0,12,3,0,3,-43764.4118631569,39875.323070365,0,NA
4,2,1,1,37,4,72,52,7,46,45,3,3,-44299.7486140765,39703.9714283682,1,NA
4,3,1,9,22,4,140,95,8,36,142,0,1,-48238.4202203609,39757.7473486625,0,NA
4,3,3,1,30,4,82,77,7,40,116,0,1,-53852.9915099727,39714.9785987586,0,NA
4,3,1,3,33,4,117,85,6,50,28,1,2,-43709.0719213855,39703.5316117881,1,NA
5,4,2,3,24,4,180,177,9,41,106,1,0,-47714.6476821029,39618.6405386068,0,NA
4,2,2,2,20,4,103,100,6,31,87,1,2,-41690.8846343064,39526.7852647873,0,NA
2,3,0,0,20,5,124,80,2,31,16,1,0,-36929.3577464295,39775.9678044459,1,NA
2,4,0,0,10,4,84,17,2,14,22,1,0,-37532.6018276655,39406.8502192236,0,NA
4,2,3,1,30,4,134,75,7,47,52,3,2,-44114.9167397493,39486.2567326883,1,NA
4,3,1,3,41,4,90,73,8,57,163,2,0,-43024.6421650228,39510.4779734593,1,NA
1,2,0,0,35,3,10,0,0,10,5,1,3,-61194.2005857512,39622.9669915559,0,NA
4,4,1,2,19,4,152,135,7,34,145,1,1,-43225.3820246198,39627.4054382043,0,NA
1,8,0,0,10,5,20,0,0,5,39,0,2,-68569.6815489503,38667.1149602644,0,NA
2,4,0,0,10,4,84,17,2,14,22,1,0,-38782.5143275029,39318.5198070398,0,NA
1,2,0,0,5,5,20,0,0,2,8,0,1,-67550.8569040534,39091.1896242322,0,NA
1,2,0,0,5,5,20,0,0,2,8,0,1,-66911.2975101654,39153.2098422032,0,NA
2,3,0,0,31,4,28,0,1,20,16,0,1,-65596.5247380084,39410.179835015,0,NA
4,2,1,3,24,4,99,62,6,35,77,0,2,-50577.492973008,39412.4100659164,0,NA
4,1,2,2,21,5,95,33,5,30,20,0,2,-44945.4519805479,39325.1073480863,0,NA
2,8,0,0,24,4,51,117,2,24,22,0,1,-48488.3958824184,39394.257671441,0,NA
4,2,3,1,33,4,86,70,7,47,77,3,2,-44626.5917278519,39411.8839438101,1,NA
1,3,0,0,22,5,67,50,0,3,10,0,1,-63693.1208180807,38839.9310286343,0,NA
4,2,1,2,39,5,123,62,8,55,76,0,2,-61406.0583514777,39348.810859248,0,NA
1,3,0,0,22,5,67,50,0,3,10,0,1,-64344.6137384722,39114.5382426204,0,NA
5,2,0,0,44,3,58,63,9,50,42,0,3,-63203.081954278,39273.685570457,0,NA
1,5,0,0,23,4,13,4,0,3,21,0,2,-61948.2605738218,39213.0314296884,0,NA
4,4,1,5,41,4,62,102,7,45,76,0,1,-48716.9769403735,39329.3246783214,1,NA
1,1,0,0,26,5,9,28,0,4,7,0,1,-58845.3934825799,39193.4839263,0,NA
1,1,0,0,49,4,0,0,0,1,5,0,2,-56338.6372700672,39118.1056108288,0,NA
4,2,1,1,33,4,111,82,6,49,77,1,2,-43826.9309932563,39258.165385819,1,NA
4,1,3,1,33,4,100,57,6,45,38,0,2,-57266.0670529935,38959.2103787055,0,NA
4,1,2,2,21,5,95,33,5,30,20,0,2,-44555.7287478239,39261.025591814,0,NA
4,2,2,2,27,4,116,107,6,40,60,0,2,-44225.5241496642,39238.9433753556,0,NA
4,1,2,2,34,4,60,47,6,39,47,0,1,-41799.6859780548,39221.5192099288,0,NA
5,4,1,3,23,4,123,161,9,38,115,0,0,-48626.6179779025,39270.6819111547,0,NA
4,2,1,5,18,4,134,84,7,31,90,0,1,-48506.5779436272,39258.542950049,0,NA
4,2,1,2,23,4,99,72,6,34,82,0,3,-61706.0222319318,38955.8327171542,0,NA
4,2,1,5,19,4,116,97,6,29,59,0,1,-50093.6783947672,39115.2106749564,0,NA
1,5,0,0,20,5,20,0,0,4,18,0,2,-69521.5738566378,38971.2775482498,0,NA
4,1,3,2,28,5,70,114,5,35,30,0,0,-62019.0626613265,39043.9439723175,0,NA
4,4,1,5,41,4,62,102,7,45,76,0,1,-48832.5073938927,39078.9079002077,1,NA
5,5,1,3,23,4,123,161,9,38,191,0,0,-48513.4543997116,39062.3133801362,0,NA
4,2,1,5,18,4,134,84,7,31,75,0,1,-48360.5102528521,39173.3614294119,0,NA
4,1,0,0,37,4,125,48,8,52,50,2,2,-60149.4642661237,38789.6387657104,0,NA
3,4,0,0,22,5,115,5,4,30,8,0,1,-69349.1416091467,38779.5216427539,0,NA
4,1,3,4,15,5,144,70,6,27,25,1,1,-42160.4524326319,38732.2817119239,0,NA
4,1,2,2,34,4,60,47,6,39,47,0,1,-41704.8774278337,38900.8315142291,0,NA
1,3,0,0,19,5,26,48,0,5,5,0,1,-41309.8755842949,38321.8963822331,0,NA
2,4,0,0,17,5,50,2,2,17,7,0,3,-40960.9722155936,38241.8564748308,0,NA
2,4,0,0,10,4,84,17,2,14,22,1,0,-38975.3746361453,38523.5911949649,0,NA
1,3,0,0,7,5,49,10,0,7,15,3,3,-39363.7455880563,39041.5583551228,0,NA
2,4,0,0,10,4,84,17,2,14,22,1,0,-37648.69824393,38522.1757425247,0,NA
1,5,0,0,15,5,19,0,0,4,20,0,2,-66575.5118073117,38725.2951630848,0,NA
4,2,2,2,37,4,83,53,7,50,60,1,2,-41849.2058507024,38736.2365076989,0,NA
1,6,0,0,11,5,23,0,0,6,26,0,2,-67911.8702126771,38625.5721383942,0,NA
1,6,0,0,11,5,23,0,0,6,26,0,2,-67196.7974136345,38784.8670369154,0,NA
1,3,0,0,22,5,67,50,0,3,10,0,1,-62610.1717871095,38910.4608410336,0,NA
4,1,3,1,33,4,100,57,6,45,38,0,2,-57673.2209566523,38884.6503574979,0,NA
4,7,1,4,23,4,104,221,7,36,293,0,2,-49261.8840737442,38423.7640595045,0,NA
1,3,0,0,23,4,11,33,0,5,11,0,3,-56431.9659160597,38115.3480802123,0,NA
2,6,0,0,20,5,80,15,2,20,9,0,1,-69104.0316912296,38714.2602250073,0,NA
4,1,2,4,33,4,92,74,7,47,41,2,2,-43422.0813775053,38355.1743438644,1,NA
1,9,0,0,9,5,29,13,0,6,72,0,3,-68096.3048767978,38672.32889695,0,NA
4,1,2,2,34,4,60,47,6,39,47,0,1,-41786.9742543544,38120.1560670035,0,NA
1,3,0,0,10,5,10,3,0,4,11,0,2,-66924.3235807678,38656.2482762691,0,NA
1,3,0,0,22,5,67,50,0,3,10,0,1,-63010.1762509642,38681.8122551516,0,NA
4,1,0,0,30,4,0,0,6,0,59,0,0,-43047.4480573356,38788.4356660414,1,NA
1,3,0,0,19,5,26,48,0,5,5,0,1,-41644.6966773467,38001.8256715117,0,NA
2,5,0,0,17,5,78,50,2,20,8,0,2,-67226.8021935568,38479.0736244144,0,NA
1,6,0,0,7,5,19,0,0,3,29,0,1,-67039.7357670662,38373.3358289143,0,NA
1,2,0,0,17,5,12,2,0,2,9,0,1,-69248.4619569096,38329.9388844902,0,NA
1,6,0,0,8,5,37,0,0,6,27,3,0,-37160.7624431147,38114.4956554063,0,NA
2,5,0,0,17,5,78,50,2,20,8,0,2,-67394.292060491,38375.2009323547,0,NA
4,3,1,8,20,4,123,184,6,31,100,0,0,-48675.8289481765,38063.8948830748,0,NA
4,2,2,2,37,4,83,53,7,50,60,1,2,-42154.9703533835,38101.4408824928,0,NA
4,2,2,2,37,4,83,53,7,50,60,1,2,-41970.1525465421,38131.2769856993,0,NA
3,5,0,0,18,5,92,95,4,26,4,0,2,-66928.2443306118,38242.1329442607,0,NA
4,1,1,3,27,5,132,50,7,40,22,0,1,-43876.8396255177,38163.2789488779,1,NA
4,1,2,4,33,4,92,74,7,47,41,2,2,-43083.9179306231,38213.9486502847,1,NA
1,6,0,0,7,5,19,0,0,3,29,0,1,-66743.4170276954,38133.9582395069,0,NA
1,6,0,0,7,5,19,0,0,3,29,0,1,-67511.3626012874,38144.3517801203,0,NA
2,2,0,0,19,5,37,50,2,18,4,1,1,-69090.5913650697,38157.3024911406,1,NA
4,2,2,3,22,5,152,90,8,40,68,1,2,-42468.9724693581,37832.0545784123,0,NA
4,1,3,3,22,5,131,125,5,35,30,1,1,-70404.2752106432,37865.628358284,1,NA
3,1,0,0,18,5,58,36,4,20,4,1,1,-69978.2768558159,37750.2209437415,0,NA
1,2,0,0,14,4,8,0,0,1,10,0,1,-69277.7791428903,37348.9693581071,0,NA
2,2,0,0,19,5,37,50,2,18,4,1,1,-69092.2559234941,37895.2517453162,1,NA
1,8,0,0,10,5,20,0,0,5,39,0,2,-68492.927324219,37656.7362182075,0,NA
1,6,0,0,11,4,23,0,0,6,26,0,2,-68093.6697588193,37380.3177816253,0,NA
1,6,0,0,7,5,19,0,0,3,29,0,1,-67627.3141121285,37821.3306008112,0,NA
1,6,0,0,7,5,19,0,0,3,29,0,1,-67135.5923841471,37950.7745133145,0,NA
4,6,1,9,36,4,84,215,7,49,200,0,0,-48498.3060059397,37778.7592812702,0,NA
4,1,1,2,27,5,97,68,6,39,33,0,1,-43758.5400195417,37892.8110698201,1,NA
4,2,3,5,19,5,113,103,6,30,63,0,0,-43644.3406787872,37781.9113932755,0,NA
2,4,0,0,12,4,56,58,2,15,5,2,2,-66967.4479677349,37682.6383858323,0,NA
1,7,0,0,9,5,28,5,0,5,35,0,2,-66865.9502737134,37416.3269224493,0,NA
4,4,2,1,35,4,155,113,8,53,80,0,1,-43377.6780435386,37882.8117866963,0,NA
1,3,0,0,22,5,67,50,0,3,10,0,1,-64476.4109814864,37472.8310924713,0,NA
2,6,0,0,9,5,76,7,2,12,26,0,1,-43881.1392465321,37741.718272971,0,NA
2,4,0,0,17,5,50,2,2,17,7,0,3,-40297.2606651952,37657.2822903078,0,NA
4,2,3,4,25,5,100,92,5,35,77,0,1,-70218.7713604308,37150.3923444431,0,NA
1,3,0,0,23,4,11,33,0,5,11,0,3,-56420.5591422012,37690.5441283304,0,NA
2,5,0,0,18,4,30,73,2,18,11,0,1,-70373.1409751641,37366.7482326832,0,NA
4,5,2,3,60,4,48,206,7,48,148,1,0,-43453.0477414733,37651.1617343929,0,NA
2,4,0,0,12,4,56,58,2,15,5,2,2,-67440.0182718995,37400.9801115096,0,NA
1,3,0,0,19,5,41,20,0,5,11,0,2,-61148.7583317143,37119.0344093088,0,NA
4,1,0,0,37,4,90,36,6,47,40,0,3,-63984.7888522503,37421.8646971202,0,NA
4,1,0,0,37,4,90,36,6,47,40,0,3,-64144.9456842927,37609.3602394462,0,NA
5,1,0,0,35,4,88,36,9,43,40,0,2,-60684.4893495466,37627.7666679444,0,NA
1,4,0,0,19,5,14,35,0,3,6,0,2,-50609.0752103744,37128.8430155683,0,NA
1,1,0,0,19,5,40,0,0,3,3,0,2,-60231.6143627478,37220.3699625768,0,NA
3,2,0,0,21,4,91,80,4,30,5,0,1,-69151.0371291572,37281.1052238885,0,NA
2,1,0,0,22,4,48,55,2,20,3,1,2,-69795.1867064961,37191.3718836037,0,NA
1,4,0,0,26,5,21,48,0,5,8,0,1,-44523.8443597708,37364.2554471632,0,NA
4,1,1,4,18,5,115,55,6,28,25,1,2,-43727.6468843817,37378.1275769006,0,NA
4,5,2,3,60,4,48,206,7,48,109,1,0,-43440.3241642813,37443.9052214185,0,NA
4,2,2,3,22,5,152,90,8,40,68,1,2,-42340.2853230337,37296.6525307316,0,NA
4,1,2,2,34,4,60,47,6,39,47,0,1,-41860.2060871508,37392.3143118806,0,NA
1,3,0,0,19,5,26,48,0,5,5,0,1,-41606.5513026849,37421.4690262526,0,NA
1,3,0,0,19,5,26,48,0,5,5,0,1,-41162.661734451,37145.598138663,0,NA
2,4,0,0,17,5,50,2,2,17,7,0,3,-40422.8638916475,36891.8396741701,0,NA
1,5,0,0,16,5,40,45,0,8,21,0,2,-65108.4851939364,37405.0315501252,0,NA
4,1,2,7,13,5,139,62,6,23,24,0,2,-42807.8105586356,36978.8816394424,0,NA
4,2,1,2,37,4,61,48,6,41,37,0,3,-63745.5094410052,37227.7093499843,0,NA
4,1,2,2,32,4,83,76,6,44,52,0,2,-60497.1501193463,36800.6237923009,0,NA
5,2,1,5,37,5,184,70,9,55,47,0,2,-44261.7275030028,37149.1604729705,0,NA
4,1,2,7,13,5,139,62,6,23,24,0,2,-43309.884860057,36959.8855158109,0,NA
1,3,0,0,19,5,41,20,0,5,11,0,2,-60839.4954434469,37230.9072522977,0,NA
4,1,0,0,37,4,90,36,6,47,40,0,3,-64194.9044368022,37226.9957848229,0,NA
4,5,3,1,32,4,125,176,6,52,240,1,1,-69940.0337247505,37135.3606323767,1,NA
5,2,2,5,41,4,99,94,9,56,78,1,2,-43732.1551091936,36939.7221161835,0,NA
1,2,0,0,35,4,5,43,0,5,8,0,0,-61472.8436190163,37030.7729084566,0,NA
1,1,0,0,36,4,5,40,0,6,6,1,2,-64285.9800184928,37135.0756797511,1,NA
2,1,0,0,18,4,55,45,2,16,3,2,1,-69540.6306450395,37010.2263257066,1,NA
5,2,1,2,35,4,211,52,9,52,64,1,3,-45903.2799855464,36949.4848093996,0,NA
1,4,0,0,26,5,21,48,0,5,8,0,1,-45366.4248587374,37036.5584131759,0,NA
4,1,2,1,32,4,78,48,8,44,35,1,2,-64034.7064355829,37073.0434494279,1,NA
4,1,1,7,35,5,180,54,8,49,22,1,0,-45104.9671874868,36543.8370676534,0,NA
4,1,1,7,35,5,180,54,8,49,22,1,0,-44690.8040028192,37028.8496721452,0,NA
4,1,2,1,32,4,78,48,8,44,35,1,2,-64237.8360275395,37015.8819328491,1,NA
4,6,2,5,19,5,118,175,7,31,150,0,0,-44110.3810113019,37056.9215560285,0,NA
4,1,2,2,32,4,83,76,6,44,52,0,2,-60982.0975148926,36701.0827718079,0,NA
4,2,2,4,36,4,107,83,6,51,41,1,1,-44395.6050011558,36655.0061838506,1,NA
1,3,0,0,26,5,21,33,0,5,6,1,2,-45695.7914372091,36956.8884518724,1,NA
4,2,2,4,36,4,107,83,6,51,41,1,1,-44885.3547192717,36877.5666681128,1,NA
4,2,1,4,24,5,76,115,6,32,42,1,2,-43450.8508213973,36901.4742949596,0,NA
4,2,2,3,15,5,157,110,8,27,50,0,2,-41634.5706118743,36917.7353895279,0,NA
2,4,0,0,17,5,50,2,2,17,7,0,3,-39871.6073989571,36701.4253269099,0,NA
4,2,2,3,15,5,157,110,8,27,50,0,2,-41270.6998160194,36374.73570095,0,NA
4,2,2,4,36,4,107,83,6,51,41,1,1,-43893.6525502905,36781.4914798765,1,NA
5,1,2,2,41,4,243,62,10,58,30,1,3,-46213.72574237,36515.449947292,0,NA
5,7,1,1,28,4,119,177,9,46,248,1,1,-41799.3525505546,36777.3595969528,0,NA
4,1,1,4,34,4,182,73,8,50,31,1,2,-45652.2460585732,36486.2774173655,0,NA
2,3,0,0,20,4,40,50,2,16,15,0,3,-62888.9225148099,36560.5331420861,1,NA
4,2,1,4,33,4,106,107,7,48,51,1,1,-45581.3117695171,36239.5543449847,1,NA
4,2,1,4,29,4,101,95,7,41,50,1,1,-44672.6480680488,36308.333565983,0,NA
1,3,0,0,20,4,9,35,0,3,9,0,1,-69391.8572649331,36756.2420890322,0,NA
5,7,1,1,28,4,119,177,9,46,248,1,1,-41517.9012993653,36662.2609557947,0,NA
4,2,1,4,29,4,101,95,7,41,50,1,1,-44930.2471437951,36362.3598871948,0,NA
4,4,0,0,30,4,0,0,8,0,178,0,0,-45925.0962562147,36706.9488365473,1,NA
1,4,0,0,14,5,23,3,0,4,18,0,1,-68599.2549283735,36599.258063769,0,NA
3,3,0,0,22,5,105,52,4,33,6,0,2,-40628.4364265261,36172.6130456012,0,NA
4,1,1,4,32,5,101,52,7,43,40,1,1,-44234.3741752307,36261.7019260982,0,NA
4,2,2,4,38,4,84,86,7,52,56,1,2,-43709.0707331542,36251.462384617,1,NA
1,4,0,0,14,5,23,3,0,4,18,0,1,-69205.0078055821,36548.1795875635,0,NA
1,5,0,0,6,5,22,0,0,3,24,0,2,-67749.8067983277,36551.3457555119,0,NA
4,1,2,7,13,5,139,62,6,23,24,0,2,-43013.3892587127,36549.8519043298,0,NA
5,7,1,1,28,4,119,177,9,46,248,1,1,-41688.8720967863,36594.1905439114,0,NA
4,1,2,7,13,5,139,62,6,23,24,0,2,-42376.0805847037,36325.5104723312,0,NA
4,1,3,5,29,4,82,90,6,37,40,0,2,-41799.6724798498,36461.7534971945,0,NA
5,3,2,4,26,4,152,134,10,47,166,0,0,-42208.6774743521,36422.232132731,0,NA
4,1,1,2,26,5,61,66,5,30,20,1,1,-69732.6068957128,36570.0068174768,1,NA
4,3,1,5,22,5,105,113,7,37,112,1,1,-43409.1859947068,36408.3731367337,0,NA
1,5,0,0,6,5,22,0,0,3,24,0,2,-67191.14026888,36561.9660246987,0,NA
1,2,0,0,11,5,8,0,0,2,6,0,2,-66293.6000638211,36484.8727473896,0,NA
1,5,0,0,10,5,13,28,0,3,17,0,2,-67007.6634376614,36500.3070018664,0,NA
4,1,1,3,27,4,115,52,6,42,57,1,2,-41002.019813717,36258.7334838798,1,NA
4,4,2,1,35,4,85,106,7,48,112,1,1,-41463.485448747,36154.0476689953,0,NA
4,2,2,5,38,4,150,134,8,52,76,1,1,-43861.2999145058,36256.6886985479,0,NA
5,2,1,2,25,4,140,55,9,43,48,0,1,-42805.1742028836,36273.8487792024,0,NA
4,1,1,7,11,4,191,80,5,23,20,1,2,-36989.0785611642,36111.5024928888,0,NA
2,8,0,0,29,4,43,100,2,23,25,0,1,-41642.5972348725,36276.9066904029,0,NA
4,2,1,4,36,4,113,72,6,55,48,0,2,-38475.7205046954,36116.8744807839,1,NA
4,2,2,4,37,4,126,96,8,53,50,1,1,-41717.3971043897,36107.2972309934,0,NA
4,2,2,5,38,4,150,134,8,52,76,1,1,-44049.142926304,36192.8637559079,0,NA
4,2,1,4,17,5,126,100,7,29,45,1,2,-39292.4222871573,36087.4828405706,0,NA
4,2,1,4,36,4,113,72,6,55,48,0,2,-37917.2845936792,36104.9041230511,1,NA
4,1,2,7,13,5,139,62,6,23,24,0,2,-43093.2255557959,36105.2930359831,0,NA
